FIPS,State,County,Population_2023
46045,SD,Edmunds County,4057.0
46047,SD,Fall River County,7393.0
46049,SD,Faulk County,2151.0
46051,SD,Grant County,7553.0
46053,SD,Gregory County,4018.0
46055,SD,Haakon County,1851.0
46057,SD,Hamlin County,6451.0
46059,SD,Hand County,3107.0
46061,SD,Hanson County,3471.0
46063,SD,Harding County,1324.0
46065,SD,Hughes County,17624.0
46067,SD,Hutchinson County,7394.0
46069,SD,Hyde County,1186.0
46071,SD,Jackson County,2776.0
46073,SD,Jerauld County,1660.0
46075,SD,Jones County,855.0
46077,SD,Kingsbury County,5276.0
46079,SD,Lake County,11031.0
46081,SD,Lawrence County,28053.0
46083,SD,Lincoln County,73238.0
46085,SD,Lyman County,3705.0
46087,SD,McCook County,5809.0
46089,SD,McPherson County,2334.0
46091,SD,Marshall County,4390.0
46093,SD,Meade County,30954.0
46095,SD,Mellette County,1851.0
46097,SD,Miner County,2280.0
46099,SD,Minnehaha County,206930.0
46101,SD,Moody County,6450.0
46102,SD,Oglala Lakota County,13434.0
46103,SD,Pennington County,115903.0
46105,SD,Perkins County,2834.0
46107,SD,Potter County,2413.0
46109,SD,Roberts County,10206.0
46111,SD,Sanborn County,2399.0
46115,SD,Spink County,6166.0
46117,SD,Stanley County,3043.0
46119,SD,Sully County,1494.0
46121,SD,Todd County,9199.0
46123,SD,Tripp County,5621.0
46125,SD,Turner County,9027.0
46127,SD,Union County,17183.0
46129,SD,Walworth County,5269.0
46135,SD,Yankton County,23517.0
46137,SD,Ziebach County,2322.0
47000,TN,Tennessee,7126489.0
47001,TN,Anderson County,80234.0
47003,TN,Bedford County,53055.0
47005,TN,Benton County,16103.0
47007,TN,Bledsoe County,15060.0
47009,TN,Blount County,141456.0
47011,TN,Bradley County,111579.0
47013,TN,Campbell County,40223.0
47015,TN,Cannon County,15063.0
47017,TN,Carroll County,28860.0
47019,TN,Carter County,57022.0
47021,TN,Cheatham County,42254.0
47023,TN,Chester County,17606.0
47025,TN,Claiborne County,32654.0
47027,TN,Clay County,7714.0
47029,TN,Cocke County,37404.0
47031,TN,Coffee County,60633.0
47033,TN,Crockett County,13982.0
47035,TN,Cumberland County,64760.0
47037,TN,Davidson County,712334.0
47039,TN,Decatur County,11656.0
47041,TN,DeKalb County,21225.0
47043,TN,Dickson County,56729.0
47045,TN,Dyer County,36498.0
47047,TN,Fayette County,44175.0
47049,TN,Fentress County,19696.0
47051,TN,Franklin County,44654.0
47053,TN,Gibson County,51045.0
47055,TN,Giles County,30721.0
47057,TN,Grainger County,24681.0
47059,TN,Greene County,72577.0
47061,TN,Grundy County,13955.0
47063,TN,Hamblen County,66216.0
47065,TN,Hamilton County,379864.0
47067,TN,Hancock County,6956.0
47069,TN,Hardeman County,25567.0
47071,TN,Hardin County,27229.0
47073,TN,Hawkins County,58600.0
47075,TN,Haywood County,17328.0
47077,TN,Henderson County,28070.0
47079,TN,Henry County,32554.0
47081,TN,Hickman County,25826.0
47083,TN,Houston County,8393.0
47085,TN,Humphreys County,19209.0
47087,TN,Jackson County,12363.0
47089,TN,Jefferson County,57838.0
47091,TN,Johnson County,18375.0
47093,TN,Knox County,500669.0
47095,TN,Lake County,6347.0
47097,TN,Lauderdale County,24610.0
47099,TN,Lawrence County,46114.0
47101,TN,Lewis County,13066.0
47103,TN,Lincoln County,36169.0
47105,TN,Loudon County,60591.0
47107,TN,McMinn County,55678.0
47109,TN,McNairy County,26163.0
47111,TN,Macon County,26793.0
47113,TN,Madison County,99193.0
47115,TN,Marion County,29382.0
47117,TN,Marshall County,36961.0
47119,TN,Maury County,110760.0
47121,TN,Meigs County,13691.0
47123,TN,Monroe County,48594.0
47125,TN,Montgomery County,239872.0
47127,TN,Moore County,6748.0
47129,TN,Morgan County,21573.0
47131,TN,Obion County,30411.0
47133,TN,Overton County,23327.0
47135,TN,Perry County,8891.0
47137,TN,Pickett County,5128.0
47139,TN,Polk County,18033.0
47141,TN,Putnam County,83844.0
47143,TN,Rhea County,33924.0
47145,TN,Roane County,56096.0
47147,TN,Robertson County,76776.0
47149,TN,Rutherford County,367101.0
47151,TN,Scott County,22171.0
47153,TN,Sequatchie County,17161.0
47155,TN,Sevier County,99415.0
47157,TN,Shelby County,910042.0
47159,TN,Smith County,20538.0
47161,TN,Stewart County,14222.0
47163,TN,Sullivan County,162135.0
47165,TN,Sumner County,207994.0
47167,TN,Tipton County,62015.0
47169,TN,Trousdale County,12271.0
47171,TN,Unicoi County,17756.0
47173,TN,Union County,20741.0
47175,TN,Van Buren County,6493.0
47177,TN,Warren County,42638.0
47179,TN,Washington County,138420.0
47181,TN,Wayne County,16066.0
47183,TN,Weakley County,33084.0
47185,TN,White County,28692.0
47187,TN,Williamson County,264460.0
47189,TN,Wilson County,163674.0
48000,TX,Texas,30503301.0
48001,TX,Anderson County,57736.0
48003,TX,Andrews County,18664.0
48005,TX,Angelina County,87319.0
48007,TX,Aransas County,25374.0
48009,TX,Archer County,9029.0
48011,TX,Armstrong County,1832.0
48013,TX,Atascosa County,51784.0
48015,TX,Austin County,31677.0
48017,TX,Bailey County,6672.0
48019,TX,Bandera County,22637.0
48021,TX,Bastrop County,110778.0
48023,TX,Baylor County,3463.0
48025,TX,Bee County,30850.0
48027,TX,Bell County,393193.0
48029,TX,Bexar County,2087679.0
48031,TX,Blanco County,13048.0
48033,TX,Borden County,572.0
48035,TX,Bosque County,18996.0
48037,TX,Bowie County,91687.0
48039,TX,Brazoria County,398938.0
48041,TX,Brazos County,244703.0
48043,TX,Brewster County,9513.0
48045,TX,Briscoe County,1445.0
48047,TX,Brooks County,6848.0
48049,TX,Brown County,38709.0
48051,TX,Burleson County,19475.0
48053,TX,Burnet County,53991.0
48055,TX,Caldwell County,49859.0
48057,TX,Calhoun County,19696.0
48059,TX,Callahan County,14374.0
48061,TX,Cameron County,426710.0
48063,TX,Camp County,13000.0
48065,TX,Carson County,5878.0
48067,TX,Cass County,28659.0
48069,TX,Castro County,7227.0
48071,TX,Chambers County,53876.0
48073,TX,Cherokee County,52217.0
48075,TX,Childress County,6788.0
48077,TX,Clay County,10738.0
48079,TX,Cochran County,2509.0
48081,TX,Coke County,3352.0
48083,TX,Coleman County,7842.0
48085,TX,Collin County,1195359.0
48087,TX,Collingsworth County,2563.0
48089,TX,Colorado County,21117.0
48091,TX,Comal County,193928.0
48093,TX,Comanche County,14050.0
48095,TX,Concho County,3297.0
48097,TX,Cooke County,43782.0
48099,TX,Coryell County,84878.0
48101,TX,Cottle County,1294.0
48103,TX,Crane County,4574.0
48105,TX,Crockett County,2858.0
48107,TX,Crosby County,4917.0
48109,TX,Culberson County,2196.0
48111,TX,Dallam County,7237.0
48113,TX,Dallas County,2606358.0
48115,TX,Dawson County,12004.0
48117,TX,Deaf Smith County,18347.0
48119,TX,Delta County,5520.0
48121,TX,Denton County,1007703.0
48123,TX,DeWitt County,19929.0
48125,TX,Dickens County,1711.0
48127,TX,Dimmit County,8257.0
48129,TX,Donley County,3214.0
48131,TX,Duval County,9604.0
48133,TX,Eastland County,18037.0
48135,TX,Ector County,164494.0
48137,TX,Edwards County,1393.0
48139,TX,Ellis County,222829.0
48141,TX,El Paso County,869880.0
48143,TX,Erath County,44195.0
48145,TX,Falls County,17286.0
48147,TX,Fannin County,37571.0
48149,TX,Fayette County,25474.0
48151,TX,Fisher County,3612.0
48153,TX,Floyd County,5090.0
48155,TX,Foard County,1079.0
48157,TX,Fort Bend County,916778.0
48159,TX,Franklin County,10735.0
48161,TX,Freestone County,20441.0
48163,TX,Frio County,17987.0
48165,TX,Gaines County,22523.0
48167,TX,Galveston County,361744.0
48169,TX,Garza County,4517.0
48171,TX,Gillespie County,27733.0
48173,TX,Glasscock County,1141.0
48175,TX,Goliad County,7144.0
48177,TX,Gonzales County,19930.0
48179,TX,Gray County,20916.0
48181,TX,Grayson County,146907.0
48183,TX,Gregg County,126243.0
48185,TX,Grimes County,32384.0
48187,TX,Guadalupe County,188454.0
48189,TX,Hale County,31761.0
48191,TX,Hall County,2818.0
48193,TX,Hamilton County,8619.0
48195,TX,Hansford County,5071.0
48197,TX,Hardeman County,3490.0
48199,TX,Hardin County,58261.0
48201,TX,Harris County,4835125.0
48203,TX,Harrison County,70895.0
48205,TX,Hartley County,5145.0
48207,TX,Haskell County,5385.0
48209,TX,Hays County,280486.0
48211,TX,Hemphill County,3189.0
48213,TX,Henderson County,86158.0
48215,TX,Hidalgo County,898471.0
48217,TX,Hill County,38101.0
48219,TX,Hockley County,21460.0
48221,TX,Hood County,67774.0
48223,TX,Hopkins County,38172.0
48225,TX,Houston County,22066.0
48227,TX,Howard County,30554.0
48229,TX,Hudspeth County,3451.0
48231,TX,Hunt County,113347.0
48233,TX,Hutchinson County,20033.0
48235,TX,Irion County,1549.0
48237,TX,Jack County,8875.0
48239,TX,Jackson County,15221.0
48241,TX,Jasper County,32694.0
48243,TX,Jeff Davis County,1856.0
48245,TX,Jefferson County,251496.0
48247,TX,Jim Hogg County,4720.0
48249,TX,Jim Wells County,38662.0
48251,TX,Johnson County,202906.0
48253,TX,Jones County,20381.0
48255,TX,Karnes County,15018.0
48257,TX,Kaufman County,185690.0
48259,TX,Kendall County,50537.0
48261,TX,Kenedy County,343.0
48263,TX,Kent County,734.0
48265,TX,Kerr County,53915.0
48267,TX,Kimble County,4442.0
48269,TX,King County,217.0
48271,TX,Kinney County,3148.0
48273,TX,Kleberg County,30069.0
48275,TX,Knox County,3302.0
48277,TX,Lamar County,51127.0
48279,TX,Lamb County,12711.0
48281,TX,Lampasas County,23262.0
48283,TX,La Salle County,6537.0
48285,TX,Lavaca County,20571.0
48287,TX,Lee County,18240.0
48289,TX,Leon County,16538.0
48291,TX,Liberty County,108272.0
48293,TX,Limestone County,22250.0
48295,TX,Lipscomb County,2906.0
48297,TX,Live Oak County,11584.0
48299,TX,Llano County,22875.0
48301,TX,Loving County,43.0
48303,TX,Lubbock County,320940.0
48305,TX,Lynn County,5761.0
48307,TX,McCulloch County,7452.0
48309,TX,McLennan County,268583.0
48311,TX,McMullen County,568.0
48313,TX,Madison County,13742.0
48315,TX,Marion County,9571.0
48317,TX,Martin County,5216.0
48319,TX,Mason County,3931.0
48321,TX,Matagorda County,36359.0
48323,TX,Maverick County,57762.0
48325,TX,Medina County,54797.0
48327,TX,Menard County,1958.0
48329,TX,Midland County,177108.0
48331,TX,Milam County,25951.0
48333,TX,Mills County,4548.0
48335,TX,Mitchell County,9075.0
48337,TX,Montague County,21598.0
48339,TX,Montgomery County,711354.0
48341,TX,Moore County,21190.0
48343,TX,Morris County,12066.0
48345,TX,Motley County,1020.0
48347,TX,Nacogdoches County,65375.0
48349,TX,Navarro County,55635.0
48351,TX,Newton County,12039.0
48353,TX,Nolan County,14306.0
48355,TX,Nueces County,352289.0
48357,TX,Ochiltree County,9704.0
48359,TX,Oldham County,1783.0
48361,TX,Orange County,85722.0
48363,TX,Palo Pinto County,29747.0
48365,TX,Panola County,22838.0
48367,TX,Parker County,173494.0
48369,TX,Parmer County,9617.0
48371,TX,Pecos County,14623.0
48373,TX,Polk County,54186.0
48375,TX,Potter County,114647.0
48377,TX,Presidio County,5795.0
48379,TX,Rains County,12986.0
48381,TX,Randall County,148255.0
48383,TX,Reagan County,3141.0
48385,TX,Real County,2854.0
48387,TX,Red River County,11678.0
48389,TX,Reeves County,11770.0
48391,TX,Refugio County,6666.0
48393,TX,Roberts County,840.0
48395,TX,Robertson County,17267.0
48397,TX,Rockwall County,131307.0
48399,TX,Runnels County,9868.0
48401,TX,Rusk County,53079.0
48403,TX,Sabine County,10106.0
48405,TX,San Augustine County,7833.0
48407,TX,San Jacinto County,28936.0
48409,TX,San Patricio County,70660.0
48411,TX,San Saba County,5845.0
48413,TX,Schleicher County,2391.0
48415,TX,Scurry County,16212.0
48417,TX,Shackelford County,3229.0
48419,TX,Shelby County,24179.0
48421,TX,Sherman County,2678.0
48423,TX,Smith County,245209.0
48425,TX,Somervell County,9888.0
48427,TX,Starr County,65934.0
48429,TX,Stephens County,9343.0
48431,TX,Sterling County,1397.0
48433,TX,Stonewall County,1218.0
48435,TX,Sutton County,3221.0
48437,TX,Swisher County,6955.0
48439,TX,Tarrant County,2182947.0
48441,TX,Taylor County,146836.0
48443,TX,Terrell County,687.0
48445,TX,Terry County,11547.0
48447,TX,Throckmorton County,1526.0
48449,TX,Titus County,31357.0
48451,TX,Tom Green County,119057.0
48453,TX,Travis County,1334961.0
48455,TX,Trinity County,14228.0
48457,TX,Tyler County,20382.0
48459,TX,Upshur County,43281.0
48461,TX,Upton County,3109.0
48463,TX,Uvalde County,24960.0
48465,TX,Val Verde County,47720.0
48467,TX,Van Zandt County,64000.0
48469,TX,Victoria County,91664.0
48471,TX,Walker County,81268.0
48473,TX,Waller County,63553.0
48475,TX,Ward County,10966.0
48477,TX,Washington County,37007.0
48479,TX,Webb County,269148.0
48481,TX,Wharton County,41739.0
48483,TX,Wheeler County,4804.0
48485,TX,Wichita County,130180.0
48487,TX,Wilbarger County,12522.0
48489,TX,Willacy County,20037.0
48491,TX,Williamson County,697191.0
48493,TX,Wilson County,54183.0
48495,TX,Winkler County,7414.0
48497,TX,Wise County,78097.0
48499,TX,Wood County,47921.0
48501,TX,Yoakum County,7468.0
48503,TX,Young County,18124.0
48505,TX,Zapata County,13736.0
48507,TX,Zavala County,9312.0
49000,UT,Utah,3417734.0
49001,UT,Beaver County,7233.0
49003,UT,Box Elder County,62684.0
49005,UT,Cache County,142393.0
49007,UT,Carbon County,20609.0
49009,UT,Daggett County,992.0
49011,UT,Davis County,373207.0
49013,UT,Duchesne County,20477.0
49015,UT,Emery County,10144.0
49017,UT,Garfield County,5314.0
49019,UT,Grand County,9706.0
49021,UT,Iron County,64211.0
49023,UT,Juab County,13023.0
49025,UT,Kane County,8425.0
49027,UT,Millard County,13437.0
49029,UT,Morgan County,13000.0
49031,UT,Piute County,1550.0
49033,UT,Rich County,2670.0
49035,UT,Salt Lake County,1185813.0
49037,UT,San Juan County,14358.0
49039,UT,Sanpete County,30277.0
49041,UT,Sevier County,22344.0
49043,UT,Summit County,42759.0
49045,UT,Tooele County,82051.0
49047,UT,Uintah County,37747.0
49049,UT,Utah County,719174.0
49051,UT,Wasatch County,37144.0
49053,UT,Washington County,202452.0
49055,UT,Wayne County,2614.0
49057,UT,Weber County,271926.0
50000,VT,Vermont,647464.0
50001,VT,Addison County,37720.0
50003,VT,Bennington County,37183.0
50005,VT,Caledonia County,30610.0
50007,VT,Chittenden County,169481.0
50009,VT,Essex County,6010.0
50011,VT,Franklin County,50994.0
50013,VT,Grand Isle County,7467.0
50015,VT,Lamoille County,26060.0
50017,VT,Orange County,29943.0
50019,VT,Orleans County,27516.0
50021,VT,Rutland County,60271.0
50023,VT,Washington County,60142.0
50025,VT,Windham County,45966.0
50027,VT,Windsor County,58101.0
51000,VA,Virginia,8715698.0
51001,VA,Accomack County,33239.0
51003,VA,Albemarle County,115676.0
51005,VA,Alleghany County,14595.0
51007,VA,Amelia County,13480.0
51009,VA,Amherst County,31396.0
51011,VA,Appomattox County,16864.0
51013,VA,Arlington County,234162.0
51015,VA,Augusta County,78247.0
51017,VA,Bath County,4051.0
51019,VA,Bedford County,81525.0
51021,VA,Bland County,6179.0
51023,VA,Botetourt County,34125.0
51025,VA,Brunswick County,15749.0
51027,VA,Buchanan County,19087.0
51029,VA,Buckingham County,16978.0
51031,VA,Campbell County,55270.0
51033,VA,Caroline County,32640.0
51035,VA,Carroll County,29239.0
51036,VA,Charles City County,6610.0
51037,VA,Charlotte County,11336.0
51041,VA,Chesterfield County,383876.0
51043,VA,Clarke County,15466.0
51045,VA,Craig County,4843.0
51047,VA,Culpeper County,54973.0
51049,VA,Cumberland County,9878.0
51051,VA,Dickenson County,13640.0
51053,VA,Dinwiddie County,28343.0
51057,VA,Essex County,10598.0
51059,VA,Fairfax County,1141878.0
51061,VA,Fauquier County,75165.0
51063,VA,Floyd County,15679.0
51065,VA,Fluvanna County,28462.0
51067,VA,Franklin County,55549.0
51069,VA,Frederick County,95994.0
51071,VA,Giles County,16457.0
51073,VA,Gloucester County,40057.0
51075,VA,Goochland County,27197.0
51077,VA,Grayson County,15285.0
51079,VA,Greene County,21301.0
51081,VA,Greensville County,11133.0
51083,VA,Halifax County,33432.0
51085,VA,Hanover County,114148.0
51087,VA,Henrico County,334760.0
51089,VA,Henry County,49702.0
51091,VA,Highland County,2339.0
51093,VA,Isle of Wight County,40711.0
51095,VA,James City County,82654.0
51097,VA,King and Queen County,6720.0
51099,VA,King George County,28568.0
51101,VA,King William County,19030.0
51103,VA,Lancaster County,10859.0
51105,VA,Lee County,21745.0
51107,VA,Loudoun County,436347.0
51109,VA,Louisa County,41037.0
51111,VA,Lunenburg County,12038.0
51113,VA,Madison County,14128.0
51115,VA,Mathews County,8514.0
51117,VA,Mecklenburg County,30648.0
51119,VA,Middlesex County,10924.0
51121,VA,Montgomery County,98666.0
51125,VA,Nelson County,14705.0
51127,VA,New Kent County,26134.0
51131,VA,Northampton County,12021.0
51133,VA,Northumberland County,12391.0
51135,VA,Nottoway County,15566.0
51137,VA,Orange County,38574.0
51139,VA,Page County,23741.0
51141,VA,Patrick County,17509.0
51143,VA,Pittsylvania County,59571.0
51145,VA,Powhatan County,32105.0
51147,VA,Prince Edward County,22049.0
51149,VA,Prince George County,42871.0
51153,VA,Prince William County,489640.0
51155,VA,Pulaski County,33655.0
51157,VA,Rappahannock County,7414.0
51159,VA,Richmond County,9184.0
51161,VA,Roanoke County,97026.0
51163,VA,Rockbridge County,22358.0
51165,VA,Rockingham County,86568.0
51167,VA,Russell County,25477.0
51169,VA,Scott County,21433.0
51171,VA,Shenandoah County,45228.0
51173,VA,Smyth County,29216.0
51175,VA,Southampton County,17975.0
51177,VA,Spotsylvania County,149588.0
51179,VA,Stafford County,165428.0
51181,VA,Surry County,6593.0
51183,VA,Sussex County,10757.0
51185,VA,Tazewell County,39120.0
51187,VA,Warren County,41843.0
51191,VA,Washington County,54050.0
51193,VA,Westmoreland County,19013.0
51195,VA,Wise County,35174.0
51197,VA,Wythe County,28104.0
51199,VA,York County,70952.0
51510,VA,Alexandria city,155230.0
51520,VA,Bristol city,16807.0
51530,VA,Buena Vista city,6566.0
51540,VA,Charlottesville city,44983.0
51550,VA,Chesapeake city,253886.0
51570,VA,Colonial Heights city,18393.0
51580,VA,Covington city,5545.0
51590,VA,Danville city,41837.0
51595,VA,Emporia city,5463.0
51600,VA,Fairfax city,25144.0
51610,VA,Falls Church city,14685.0
51620,VA,Franklin city,8339.0
51630,VA,Fredericksburg city,28928.0
51640,VA,Galax city,6717.0
51650,VA,Hampton city,137098.0
51660,VA,Harrisonburg city,51082.0
51670,VA,Hopewell city,22752.0
51678,VA,Lexington city,7528.0
51680,VA,Lynchburg city,79535.0
51683,VA,Manassas city,42696.0
51685,VA,Manassas Park city,16361.0
51690,VA,Martinsville city,13763.0
51700,VA,Newport News city,183118.0
51710,VA,Norfolk city,230930.0
51720,VA,Norton city,3492.0
51730,VA,Petersburg city,33309.0
51735,VA,Poquoson city,12635.0
51740,VA,Portsmouth city,96793.0
51750,VA,Radford city,16971.0
51760,VA,Richmond city,229247.0
51770,VA,Roanoke city,97171.0
51775,VA,Salem city,25600.0
51790,VA,Staunton city,25915.0
51800,VA,Suffolk city,100659.0
51810,VA,Virginia Beach city,453649.0
51820,VA,Waynesboro city,23182.0
51830,VA,Williamsburg city,15847.0
51840,VA,Winchester city,27617.0
53000,WA,Washington,7812880.0
53001,WA,Adams County,20820.0
53003,WA,Asotin County,22549.0
53005,WA,Benton County,215219.0
53007,WA,Chelan County,79997.0
53009,WA,Clallam County,77616.0
53011,WA,Clark County,521150.0
53013,WA,Columbia County,4053.0
53015,WA,Cowlitz County,112864.0
53017,WA,Douglas County,44798.0
53019,WA,Ferry County,7497.0
53021,WA,Franklin County,99034.0
53023,WA,Garfield County,2363.0
53025,WA,Grant County,102678.0
53027,WA,Grays Harbor County,77290.0
53029,WA,Island County,86267.0
53031,WA,Jefferson County,33714.0
53033,WA,King County,2271380.0
53035,WA,Kitsap County,277658.0
53037,WA,Kittitas County,45508.0
53039,WA,Klickitat County,23589.0
53041,WA,Lewis County,86154.0
53043,WA,Lincoln County,11738.0
53045,WA,Mason County,68389.0
53047,WA,Okanogan County,43712.0
53049,WA,Pacific County,24200.0
53051,WA,Pend Oreille County,14361.0
53053,WA,Pierce County,928696.0
53055,WA,San Juan County,18566.0
53057,WA,Skagit County,131417.0
53059,WA,Skamania County,12640.0
53061,WA,Snohomish County,844761.0
53063,WA,Spokane County,551455.0
53065,WA,Stevens County,48837.0
53067,WA,Thurston County,299003.0
53069,WA,Wahkiakum County,4765.0
53071,WA,Walla Walla County,61568.0
53073,WA,Whatcom County,231919.0
53075,WA,Whitman County,48012.0
53077,WA,Yakima County,256643.0
54000,WV,West Virginia,1770071.0
54001,WV,Barbour County,15378.0
54003,WV,Berkeley County,132440.0
54005,WV,Boone County,20576.0
54007,WV,Braxton County,12162.0
54009,WV,Brooke County,21373.0
54011,WV,Cabell County,92082.0
54013,WV,Calhoun County,5959.0
54015,WV,Clay County,7783.0
54017,WV,Doddridge County,7680.0
54019,WV,Fayette County,39072.0
54021,WV,Gilmer County,7254.0
54023,WV,Grant County,10921.0
54025,WV,Greenbrier County,32149.0
54027,WV,Hampshire County,23649.0
54029,WV,Hancock County,28145.0
54031,WV,Hardy County,14251.0
54033,WV,Harrison County,64639.0
54035,WV,Jackson County,27593.0
54037,WV,Jefferson County,59787.0
54039,WV,Kanawha County,174805.0
54041,WV,Lewis County,16500.0
54043,WV,Lincoln County,19701.0
54045,WV,Logan County,30827.0
54047,WV,McDowell County,17439.0
54049,WV,Marion County,55807.0
54051,WV,Marshall County,29405.0
54053,WV,Mason County,24765.0
54055,WV,Mercer County,58057.0
54057,WV,Mineral County,26867.0
54059,WV,Mingo County,22023.0
54061,WV,Monongalia County,107718.0
54063,WV,Monroe County,12382.0
54065,WV,Morgan County,17649.0
54067,WV,Nicholas County,24169.0
54069,WV,Ohio County,41194.0
54071,WV,Pendleton County,6029.0
54073,WV,Pleasants County,7428.0
54075,WV,Pocahontas County,7765.0
54077,WV,Preston County,34099.0
54079,WV,Putnam County,56962.0
54081,WV,Raleigh County,72356.0
54083,WV,Randolph County,27350.0
54085,WV,Ritchie County,8167.0
54087,WV,Roane County,13743.0
54089,WV,Summers County,11581.0
54091,WV,Taylor County,16388.0
54093,WV,Tucker County,6604.0
54095,WV,Tyler County,7919.0
54097,WV,Upshur County,23529.0
54099,WV,Wayne County,37686.0
54101,WV,Webster County,8045.0
54103,WV,Wetzel County,13890.0
54105,WV,Wirt County,5000.0
54107,WV,Wood County,83052.0
54109,WV,Wyoming County,20277.0
55000,WI,Wisconsin,5910955.0
55001,WI,Adams County,21449.0
55003,WI,Ashland County,16079.0
55005,WI,Barron County,46833.0
55007,WI,Bayfield County,16769.0
55009,WI,Brown County,271417.0
55011,WI,Buffalo County,13419.0
55013,WI,Burnett County,17092.0
55015,WI,Calumet County,53199.0
55017,WI,Chippewa County,66970.0
55019,WI,Clark County,34774.0
55021,WI,Columbia County,58091.0
55023,WI,Crawford County,15944.0
55025,WI,Dane County,575347.0
55027,WI,Dodge County,88231.0
55029,WI,Door County,30562.0
55031,WI,Douglas County,44264.0
55033,WI,Dunn County,45794.0
55035,WI,Eau Claire County,107903.0
55037,WI,Florence County,4682.0
55039,WI,Fond du Lac County,103948.0
55041,WI,Forest County,9325.0
55043,WI,Grant County,51409.0
55045,WI,Green County,36951.0
55047,WI,Green Lake County,19344.0
55049,WI,Iowa County,23956.0
55051,WI,Iron County,6228.0
55053,WI,Jackson County,20855.0
55055,WI,Jefferson County,85743.0
55057,WI,Juneau County,26594.0
55059,WI,Kenosha County,167488.0
55061,WI,Kewaunee County,20690.0
55063,WI,La Crosse County,120486.0
55065,WI,Lafayette County,16945.0
55067,WI,Langlade County,19404.0
55069,WI,Lincoln County,28405.0
55071,WI,Manitowoc County,81331.0
55073,WI,Marathon County,138612.0
55075,WI,Marinette County,42106.0
55077,WI,Marquette County,15838.0
55078,WI,Menominee County,4226.0
55079,WI,Milwaukee County,916205.0
55081,WI,Monroe County,46151.0
55083,WI,Oconto County,39775.0
55085,WI,Oneida County,38226.0
55087,WI,Outagamie County,193234.0
55089,WI,Ozaukee County,93460.0
55091,WI,Pepin County,7441.0
55093,WI,Pierce County,43026.0
55095,WI,Polk County,45762.0
55097,WI,Portage County,71024.0
55099,WI,Price County,14102.0
55101,WI,Racine County,196613.0
55103,WI,Richland County,17197.0
55105,WI,Rock County,164278.0
55107,WI,Rusk County,14143.0
55109,WI,St. Croix County,96763.0
55111,WI,Sauk County,65920.0
55113,WI,Sawyer County,18552.0
55115,WI,Shawano County,41109.0
55117,WI,Sheboygan County,117752.0
55119,WI,Taylor County,20058.0
55121,WI,Trempealeau County,30899.0
55123,WI,Vernon County,31170.0
55125,WI,Vilas County,23885.0
55127,WI,Walworth County,105822.0
55129,WI,Washburn County,16930.0
55131,WI,Washington County,138168.0
55133,WI,Waukesha County,412591.0
55135,WI,Waupaca County,51388.0
55137,WI,Waushara County,24934.0
55139,WI,Winnebago County,171735.0
55141,WI,Wood County,73939.0
56000,WY,Wyoming,584057.0
56001,WY,Albany County,38257.0
56003,WY,Big Horn County,12018.0
56005,WY,Campbell County,47498.0
56007,WY,Carbon County,14334.0
56009,WY,Converse County,13809.0
56011,WY,Crook County,7592.0
56013,WY,Fremont County,39815.0
56015,WY,Goshen County,12642.0
56017,WY,Hot Springs County,4661.0
56019,WY,Johnson County,8759.0
56021,WY,Laramie County,100984.0
56023,WY,Lincoln County,20880.0
56025,WY,Natrona County,79941.0
56027,WY,Niobrara County,2354.0
56029,WY,Park County,30735.0
56031,WY,Platte County,8546.0
56033,WY,Sheridan County,32519.0
56035,WY,Sublette County,8969.0
56037,WY,Sweetwater County,41249.0
56039,WY,Teton County,23232.0
56041,WY,Uinta County,20745.0
56043,WY,Washakie County,7710.0
56045,WY,Weston County,6808.0
72000,PR,Puerto Rico,3205691.0
72001,PR,Adjuntas Municipio,17900.0
72003,PR,Aguada Municipio,37528.0
72005,PR,Aguadilla Municipio,53622.0
72007,PR,Aguas Buenas Municipio,23274.0
72009,PR,Aibonito Municipio,24602.0
72011,PR,Añasco Municipio,24815.0
72013,PR,Arecibo Municipio,85641.0
72015,PR,Arroyo Municipio,15078.0
72017,PR,Barceloneta Municipio,22376.0
72019,PR,Barranquitas Municipio,29020.0
72021,PR,Bayamón Municipio,180835.0
72023,PR,Cabo Rojo Municipio,46665.0
72025,PR,Caguas Municipio,124608.0
72027,PR,Camuy Municipio,32625.0
72029,PR,Canóvanas Municipio,41513.0
72031,PR,Carolina Municipio,150843.0
72033,PR,Cataño Municipio,22108.0
72035,PR,Cayey Municipio,40525.0
72037,PR,Ceiba Municipio,10843.0
72039,PR,Ciales Municipio,16691.0
72041,PR,Cidra Municipio,39418.0
72043,PR,Coamo Municipio,33662.0
72045,PR,Comerío Municipio,18601.0
72047,PR,Corozal Municipio,34348.0
72049,PR,Culebra Municipio,1761.0
72051,PR,Dorado Municipio,35702.0
72053,PR,Fajardo Municipio,31166.0
72054,PR,Florida Municipio,11525.0
72055,PR,Guánica Municipio,12415.0
72057,PR,Guayama Municipio,34765.0
72059,PR,Guayanilla Municipio,16813.0
72061,PR,Guaynabo Municipio,89039.0
72063,PR,Gurabo Municipio,39971.0
72065,PR,Hatillo Municipio,37950.0
72067,PR,Hormigueros Municipio,15336.0
72069,PR,Humacao Municipio,49712.0
72071,PR,Isabela Municipio,42794.0
72073,PR,Jayuya Municipio,14435.0
72075,PR,Juana Díaz Municipio,45919.0
72077,PR,Juncos Municipio,36684.0
